titulo,content,link,rss,horario,web,url_web,lugar,nivel,local,telefono,mail,tipo,texto_embedding,document_type,search_category
Blundstone,"Quiénes somos.¿Qué es Adidas?.La tienda más grande de Adidas Originals en Chile. Celebrando la originalidad desde 1972. Remezclando el pasado. Creando el futuro..¿Qué es Blundstone?..Blundstone es el botín más versátil del mundo. Úsalo en la naturaleza o el campo, a la ciudad o la oficina..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0Tienda.",https://mut.cl/tiendas/blundstone/,https://www.instagram.com/blundstonechile/,L-D: 10:00 - 20:00,www.huellaschile.com,https://www.huellaschile.com/brand/blundstone,Nivel -1,-1,,,,Tienda,"TIPO: Tienda | TIENDA: Blundstone | Quiénes somos.¿Qué es Adidas?.La tienda más grande de Adidas Originals en Chile. Celebrando la originalidad desde 1972. Remezclando el pasado. Creando el futuro..¿Qué es Blundstone?..Blundstone es el botín más versátil del mundo. Úsalo en la naturaleza o el campo, a la ciudad o la oficina..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0Tienda. | UBICACION: Nivel -1 - Nivel -1 | HORARIO: L-D: 10:00 - 20:00 | CONTACTO: Web: www.huellaschile.com",tienda,comercios_y_tiendas
Blends and Tea,"Quiénes somos.¿Qué es Adidas?.La tienda más grande de Adidas Originals en Chile. Celebrando la originalidad desde 1972. Remezclando el pasado. Creando el futuro..¿Qué es Blends and Tea?..Los mejores tés del mundo, más nuestra colección de colores, son todo lo que necesitas para dar energía y ánimo a tu día..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0Tienda.",https://mut.cl/tiendas/blends-and-tea/,https://www.instagram.com/blendsandtea/; https://www.facebook.com/blends.and.tea,L-D: 10:00 - 20:00,www.blendsandtea.cl,https://www.blendsandtea.cl/,Nivel -1,-1,,,,Tienda,"TIPO: Tienda | TIENDA: Blends and Tea | Quiénes somos.¿Qué es Adidas?.La tienda más grande de Adidas Originals en Chile. Celebrando la originalidad desde 1972. Remezclando el pasado. Creando el futuro..¿Qué es Blends and Tea?..Los mejores tés del mundo, más nuestra colección de colores, son todo lo que necesitas para dar energía y ánimo a tu día..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0Tienda. | UBICACION: Nivel -1 - Nivel -1 | HORARIO: L-D: 10:00 - 20:00 | CONTACTO: Web: www.blendsandtea.cl",tienda,comercios_y_tiendas
Lippi,"Quiénes somos.¿Qué es Adidas?.La tienda más grande de Adidas Originals en Chile. Celebrando la originalidad desde 1972. Remezclando el pasado. Creando el futuro..¿Qué es Lippi?..Equípate para recorrer la Cordillera de los Andes con productos diseñados para rendir en su terreno. Nacimos entre montañas, aprendemos de ellas y estamos comprometidos con su cuidado. Queremos inspirarte a explorar su fuerza salvaje, conectar con su naturaleza única y vivir experiencias que se quedan para siempre..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0Deporte.Tienda.",https://mut.cl/tiendas/lippi/,https://www.instagram.com/lippioutdoor/?hl=es /; https://www.facebook.com/lippioutdoor; https://www.youtube.com/channel/UCfClJbf8DKC6oVvmOrQz7Iw,L-D: 10:00 - 20:00,www.lippioutdoor.com,https://www.lippioutdoor.com/,Nivel 2,2,,,,Tienda,"TIPO: Tienda | TIENDA: Lippi | Quiénes somos.¿Qué es Adidas?.La tienda más grande de Adidas Originals en Chile. Celebrando la originalidad desde 1972. Remezclando el pasado. Creando el futuro..¿Qué es Lippi?..Equípate para recorrer la Cordillera de los Andes con productos diseñados para rendir en su terreno. Nacimos entre montañas, aprendemos de ellas y estamos comprometidos con su cuidado. Queremos inspirarte a explorar su fuerza salvaje, conectar con su naturaleza única y vivir experiencias que se quedan para siempre..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0Deporte.Tienda. | UBICACION: Nivel 2 - Nivel 2 | HORARIO: L-D: 10:00 - 20:00 | CONTACTO: Web: www.lippioutdoor.com",tienda,comercios_y_tiendas
BackOnline,"Quiénes somos.¿Qué es Adidas?.La tienda más grande de Adidas Originals en Chile. Celebrando la originalidad desde 1972. Remezclando el pasado. Creando el futuro..¿Qué es BackOnline?..En BackOnline encuentras equipos Apple reacondicionados por expertos, con repuestos originales y 100% funcionales. Al ser Recycler Partner de MacOnline, aseguramos que cada producto que vendemos cumpla con los estándares más exigentes del mercado. Tecnología como nueva, a mejor precio y con menor impacto ambiental. Mejor para tu bolsillo, mejor para nuestro planeta..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0Deporte.Tienda.",https://mut.cl/tiendas/backonline/,https://www.instagram.com/backonline.cl/,L-D: 10:00 - 20:00,www.backonline.cl,https://www.backonline.cl/,Nivel -3,-3,,,,Tienda,"TIPO: Tienda | TIENDA: BackOnline | Quiénes somos.¿Qué es Adidas?.La tienda más grande de Adidas Originals en Chile. Celebrando la originalidad desde 1972. Remezclando el pasado. Creando el futuro..¿Qué es BackOnline?..En BackOnline encuentras equipos Apple reacondicionados por expertos, con repuestos originales y 100% funcionales. Al ser Recycler Partner de MacOnline, aseguramos que cada producto que vendemos cumpla con los estándares más exigentes del mercado. Tecnología como nueva, a mejor precio y con menor impacto ambiental. Mejor para tu bolsillo, mejor para nuestro planeta..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquell | UBICACION: Nivel -3 - Nivel -3 | HORARIO: L-D: 10:00 - 20:00 | CONTACTO: Web: www.backonline.cl",tienda,comercios_y_tiendas
Vestuá,"¿Qué es Vestuá?..Vestuá es moda de segunda mano para quienes quieren revolucionar su forma de comprar. Es una plataforma para explorar tu estilo y soltar lo que ya no va contigo. Creemos que renovar tu clóset es tan simple como ser tú. Aquí encuentras joyitas únicas que se adaptan a tu momento. Sin culpa, sin excesos, con autenticidad. Si buscas vestir tu identidad, este es tu lugar..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Ropa.",https://mut.cl/tiendas/vestua/,https://www.instagram.com/vestuachile/,L-D: 10:00 - 21:00,www.vestua.cl,https://www.vestua.cl/store,Nivel -1,-1,,,,Tienda,"TIPO: Tienda | TIENDA: Vestuá | ¿Qué es Vestuá?..Vestuá es moda de segunda mano para quienes quieren revolucionar su forma de comprar. Es una plataforma para explorar tu estilo y soltar lo que ya no va contigo. Creemos que renovar tu clóset es tan simple como ser tú. Aquí encuentras joyitas únicas que se adaptan a tu momento. Sin culpa, sin excesos, con autenticidad. Si buscas vestir tu identidad, este es tu lugar..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Ropa. | UBICACION: Nivel -1 - Nivel -1 | HORARIO: L-D: 10:00 - 21:00 | CONTACTO: Web: www.vestua.cl",tienda,comercios_y_tiendas
Conscious,"¿Qué es Conscious?..Somos una marca chilena, de fabricación y diseño nacional. Encuentras principalmente hoodies, de algodón de alta calidad, que ofrecen mucha comodidad y buena vibra a tus outfits..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Ropa.",https://mut.cl/tiendas/conscious/,https://www.instagram.com/cons_chile/,L-D: 10:00 - 20:00,www.shop-cons.com,https://shop-cons.com/,Nivel -1,-1,,,,Tienda,"TIPO: Tienda | TIENDA: Conscious | ¿Qué es Conscious?..Somos una marca chilena, de fabricación y diseño nacional. Encuentras principalmente hoodies, de algodón de alta calidad, que ofrecen mucha comodidad y buena vibra a tus outfits..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Ropa. | UBICACION: Nivel -1 - Nivel -1 | HORARIO: L-D: 10:00 - 20:00 | CONTACTO: Web: www.shop-cons.com",tienda,comercios_y_tiendas
Provap,"¿Qué es PROVAP Vape Store?..Es una tienda especializada en vaporizadores, pods desechables, líquidos con y sin nicotina, repuestos y accesorios. Nos apasiona ofrecer productos de calidad y acompañar a quienes buscan cambiar hábitos, mejorar su experiencia o simplemente disfrutar del vapeo con las mejores marcas internacionales del mercado..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Accesorios.Servicios.",https://mut.cl/tiendas/provap/,https://www.instagram.com/provap.cl; https://www.facebook.com/vapers.provap,L-D: 10:00 - 20:00,www.provap.cl/,https://www.provap.cl,Nivel -3,-3,,,,Tienda,"TIPO: Tienda | TIENDA: Provap | ¿Qué es PROVAP Vape Store?..Es una tienda especializada en vaporizadores, pods desechables, líquidos con y sin nicotina, repuestos y accesorios. Nos apasiona ofrecer productos de calidad y acompañar a quienes buscan cambiar hábitos, mejorar su experiencia o simplemente disfrutar del vapeo con las mejores marcas internacionales del mercado..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Accesorios.Servicios. | UBICACION: Nivel -3 - Nivel -3 | HORARIO: L-D: 10:00 - 20:00 | CONTACTO: Web: www.provap.cl/",tienda,comercios_y_tiendas
JOIA,"¿Qué es JOIA?..JOIA nace en Santiago de Chile en 2007 con el propósito de crear un espacio en el que comunicar, expresar y compartir una identidad ligada al arte, el diseño, la calle y el underground. A lo largo de estos años, no solo nos hemos establecido como un medio de comunicación impreso y digital, construido una marca o puesto en marcha una tienda online y física, sino que también hemos formado orgánicamente una comunidad de personas que comparten nuestros ideales y manera de ver el mundo, en todas sus formas..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Accesorios.Ropa.Ropa.Urbano.",https://mut.cl/tiendas/joia/,https://www.instagram.com/joiamarket/,L-D: 10:00 - 20:00,joiamarket.com/,https://joiamarket.com/,,,,,,Tienda,"TIPO: Tienda | TIENDA: JOIA | ¿Qué es JOIA?..JOIA nace en Santiago de Chile en 2007 con el propósito de crear un espacio en el que comunicar, expresar y compartir una identidad ligada al arte, el diseño, la calle y el underground. A lo largo de estos años, no solo nos hemos establecido como un medio de comunicación impreso y digital, construido una marca o puesto en marcha una tienda online y física, sino que también hemos formado orgánicamente una comunidad de personas que comparten nuestros ideales y manera de ver el mundo, en todas sus formas..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Accesorios. | HORARIO: L-D: 10:00 - 20:00 | CONTACTO: Web: joiamarket.com/",tienda,comercios_y_tiendas
AZAFRAN,"¿Qué es Azafran?..Librería Azafrán es una librería independiente ubicada en el piso 3 del MUT. Más que un lugar para comprar libros, es un espacio cultural pensado como punto de encuentro para lectores. Ofrece clubes de lectura, cuentacuentos, talleres y exposiciones de ilustradores. Su diseño invita a hojear con calma y disfrutar la lectura en un ambiente cálido, justo al lado del jardín del MUT..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Librería.",https://mut.cl/tiendas/azafran/,https://www.instagram.com/libreriaazafran,L-S: 10:00 - 21:00 - D: 10:00 - 20:00,www.libreriaazafran.cl,http://www.libreriaazafran.cl,Nivel 3,3,,,,Tienda,"TIPO: Tienda | TIENDA: AZAFRAN | ¿Qué es Azafran?..Librería Azafrán es una librería independiente ubicada en el piso 3 del MUT. Más que un lugar para comprar libros, es un espacio cultural pensado como punto de encuentro para lectores. Ofrece clubes de lectura, cuentacuentos, talleres y exposiciones de ilustradores. Su diseño invita a hojear con calma y disfrutar la lectura en un ambiente cálido, justo al lado del jardín del MUT..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Librería. | UBICACION: Nivel 3 - Nivel 3 | HORARIO: L-S: 10:00 - 21:00 - D: 10:00 - 20:00 | CONTACTO: Web: www.libreriaazafran.cl",tienda,comercios_y_tiendas
Guagüitas a la moda,"¿Qué es Guagüitas a la moda?..Tienda de vestuario para guagüitas de 0 a 6 años. Aquí podrás comprar ropa de diseño y calidad premium o arrendar mediante la suscripción Guagüibox, donde accedes a un set de prendas de la tienda que puedes recambiar cada vez que necesites una nueva talla o temporada..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Niños.Pijamas.Ropa.",https://mut.cl/tiendas/guaguitas-a-la-moda/,https://www.instagram.com/guaguitasalamoda/; https://www.facebook.com/guaguitasalamoda; https://www.tiktok.com/@guaguitas.alamoda,L-D: 10:00 - 20:00,guaguitasalamoda.cl,https://guaguitasalamoda.cl/tienda/,,,,,,Tienda,"TIPO: Tienda | TIENDA: Guagüitas a la moda | ¿Qué es Guagüitas a la moda?..Tienda de vestuario para guagüitas de 0 a 6 años. Aquí podrás comprar ropa de diseño y calidad premium o arrendar mediante la suscripción Guagüibox, donde accedes a un set de prendas de la tienda que puedes recambiar cada vez que necesites una nueva talla o temporada..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..Niños.Pijamas.Ropa. | HORARIO: L-D: 10:00 - 20:00 | CONTACTO: Web: guaguitasalamoda.cl",tienda,comercios_y_tiendas
